! (C) Copyright TOSHIBA CORPORATION 2016
! Date: 		2003-01-20
! Part Number: 		2SK3475
! Model:		RF-MOSFET


!          2SK3475         20030120

VAR        vds = 3.0

VAR        id = 0.010

!          REM     DATA    NUMBER = 1

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

 1650000000  0.875   177.3   0.464     2.8  0.0277   -66.5   0.883   175.8

 1700000000  0.877   176.1   0.450     0.7  0.0265   -68.4   0.886   174.7

 1750000000  0.879   174.9   0.429    -1.4  0.0252   -69.4   0.889   173.6

 1800000000  0.881   173.7   0.406    -2.5  0.0241   -69.7   0.892   172.5

 1850000000  0.883   172.6   0.392    -2.7  0.0233   -69.7   0.895   171.4

 1900000000  0.884   172.0   0.389    -2.8  0.0231   -70.3   0.897   170.9

 1950000000  0.885   171.5   0.389    -3.5  0.0228   -71.3   0.898   170.4

 2000000000  0.886   170.9   0.386    -5.2  0.0221   -72.7   0.900   169.9

END ACDATA



VAR        vds = 8.0

VAR        id = 0.070

!          REM     DATA    NUMBER = 45

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.956   -35.9  13.801   153.3  0.0288    63.7   0.543   -46.1

  100000000  0.872   -65.0  11.409   132.0  0.0478    43.1   0.566   -80.0

  150000000  0.804   -86.0   9.235   116.3  0.0585    28.0   0.586  -101.9

  200000000  0.761  -101.3   7.536   105.3  0.0628    17.3   0.603  -116.1

  250000000  0.736  -112.4   6.353    95.6  0.0660     8.5   0.620  -125.7

  300000000  0.725  -120.9   5.374    87.4  0.0663     0.7   0.637  -132.7

  350000000  0.721  -127.6   4.642    80.3  0.0662    -5.0   0.653  -137.9

  400000000  0.721  -132.9   4.008    73.8  0.0659   -10.8   0.668  -142.1

  450000000  0.724  -137.4   3.510    68.5  0.0644   -15.9   0.683  -145.6

  500000000  0.731  -141.3   3.121    63.2  0.0630   -20.0   0.697  -148.7

  550000000  0.738  -144.7   2.764    58.0  0.0615   -24.1   0.712  -151.3

  600000000  0.746  -147.7   2.453    53.7  0.0598   -27.9   0.726  -153.7

  650000000  0.755  -150.5   2.194    49.9  0.0581   -31.4   0.739  -155.9

  700000000  0.764  -153.0   1.982    46.5  0.0563   -34.8   0.751  -157.9

  750000000  0.772  -155.4   1.804    43.4  0.0543   -38.3   0.762  -159.8

  800000000  0.780  -157.5   1.661    40.3  0.0515   -41.5   0.772  -161.7

  850000000  0.788  -159.6   1.534    36.7  0.0490   -43.4   0.782  -163.5

  900000000  0.795  -161.4   1.407    33.5  0.0472   -45.2   0.791  -165.2

  950000000  0.803  -163.2   1.301    30.3  0.0454   -47.0   0.799  -166.8

 1000000000  0.810  -165.0   1.199    27.1  0.0440   -48.8   0.807  -168.3

 1050000000  0.816  -166.6   1.105    24.4  0.0424   -51.1   0.813  -169.8

 1100000000  0.822  -168.2   1.023    21.7  0.0405   -52.9   0.820  -171.2

 1150000000  0.828  -169.8   0.947    19.3  0.0388   -54.3   0.826  -172.6

 1200000000  0.834  -171.3   0.882    17.0  0.0372   -55.6   0.832  -173.9

 1250000000  0.839  -172.7   0.820    14.7  0.0357   -56.8   0.837  -175.2

 1300000000  0.844  -174.2   0.761    12.8  0.0344   -57.7   0.842  -176.4

 1350000000  0.848  -175.5   0.709    11.4  0.0332   -58.5   0.847  -177.7

 1400000000  0.852  -176.9   0.671    10.2  0.0322   -59.6   0.852  -178.9

 1450000000  0.856  -178.2   0.635     8.3  0.0310   -61.0   0.856   180.0

 1500000000  0.859  -179.4   0.596     6.5  0.0297   -62.0   0.861   178.8

 1550000000  0.863   179.3   0.558     5.4  0.0285   -62.5   0.865   177.7

 1600000000  0.866   178.1   0.530     5.1  0.0277   -62.7   0.869   176.6

 1650000000  0.869   176.9   0.515     4.5  0.0271   -64.0   0.873   175.5

 1700000000  0.871   175.7   0.501     2.4  0.0260   -65.8   0.876   174.4

 1750000000  0.873   174.5   0.477     0.2  0.0247   -66.8   0.880   173.3

 1800000000  0.876   173.4   0.453    -0.8  0.0236   -66.9   0.883   172.3

 1850000000  0.878   172.2   0.437    -1.1  0.0228   -66.9   0.886   171.2

 1900000000  0.879   171.7   0.434    -1.2  0.0226   -67.4   0.888   170.7

 1950000000  0.880   171.2   0.434    -2.0  0.0224   -68.4   0.890   170.2

 2000000000  0.881   170.7   0.431    -3.8  0.0217   -69.7   0.891   169.7

END ACDATA



VAR        vds = 8.0

VAR        id = 0.100

!          REM     DATA    NUMBER = 46

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.954   -37.5  14.917   152.9  0.0275    63.3   0.486   -51.1

  100000000  0.868   -67.5  12.234   131.4  0.0453    42.9   0.530   -86.4

  150000000  0.801   -88.9   9.840   116.0  0.0548    27.8   0.563  -108.0

  200000000  0.759  -104.2   8.019   105.2  0.0588    17.4   0.587  -121.5

  250000000  0.734  -115.3   6.746    95.7  0.0618     8.7   0.608  -130.5

  300000000  0.723  -123.7   5.704    87.8  0.0622     1.3   0.626  -136.9

  350000000  0.718  -130.2   4.929    80.9  0.0622    -4.1   0.642  -141.7

  400000000  0.718  -135.4   4.259    74.6  0.0619    -9.7   0.658  -145.5

  450000000  0.721  -139.7   3.737    69.5  0.0605   -14.6   0.672  -148.7

  500000000  0.727  -143.5   3.328    64.3  0.0594   -18.6   0.686  -151.4

  550000000  0.733  -146.7   2.952    59.3  0.0582   -22.5   0.700  -153.8

  600000000  0.740  -149.6   2.625    55.0  0.0567   -26.2   0.714  -156.0

  650000000  0.749  -152.2   2.353    51.3  0.0551   -29.6   0.727  -158.0

  700000000  0.758  -154.6   2.129    48.0  0.0535   -33.0   0.738  -159.8

  750000000  0.766  -156.8   1.943    44.9  0.0517   -36.5   0.749  -161.6

  800000000  0.774  -158.9   1.792    41.9  0.0492   -39.5   0.759  -163.3

  850000000  0.781  -160.8   1.658    38.3  0.0469   -41.3   0.769  -165.0

  900000000  0.789  -162.6   1.522    35.1  0.0453   -43.0   0.778  -166.6

  950000000  0.796  -164.4   1.410    31.9  0.0437   -44.8   0.786  -168.1

 1000000000  0.803  -166.0   1.300    28.7  0.0424   -46.6   0.793  -169.5

 1050000000  0.809  -167.6   1.199    26.0  0.0409   -48.9   0.800  -170.9

 1100000000  0.815  -169.1   1.112    23.4  0.0390   -50.8   0.806  -172.2

 1150000000  0.821  -170.6   1.030    21.0  0.0374   -52.1   0.812  -173.5

 1200000000  0.827  -172.1   0.959    18.7  0.0359   -53.3   0.818  -174.8

 1250000000  0.832  -173.5   0.893    16.4  0.0345   -54.4   0.823  -176.0

 1300000000  0.837  -174.8   0.830    14.5  0.0332   -55.3   0.829  -177.2

 1350000000  0.842  -176.2   0.773    13.1  0.0322   -56.0   0.834  -178.3

 1400000000  0.846  -177.5   0.733    11.9  0.0312   -57.1   0.839  -179.5

 1450000000  0.850  -178.8   0.695    10.0  0.0301   -58.4   0.843   179.4

 1500000000  0.854  -180.0   0.653     8.1  0.0289   -59.4   0.848   178.3

 1550000000  0.857   178.8   0.612     7.0  0.0277   -59.8   0.852   177.2

 1600000000  0.861   177.6   0.581     6.8  0.0270   -60.1   0.857   176.1

 1650000000  0.863   176.4   0.565     6.1  0.0264   -61.2   0.861   175.1

 1700000000  0.866   175.3   0.550     3.9  0.0254   -63.0   0.865   174.0

 1750000000  0.868   174.2   0.524     1.8  0.0242   -63.9   0.869   173.0

 1800000000  0.871   173.0   0.497     0.7  0.0231   -64.1   0.873   171.9

 1850000000  0.873   171.9   0.480     0.4  0.0224   -64.1   0.877   170.9

 1900000000  0.874   171.4   0.476     0.3  0.0222   -64.6   0.879   170.4

 1950000000  0.876   170.8   0.477    -0.6  0.0219   -65.6   0.881   169.9

 2000000000  0.877   170.3   0.473    -2.3  0.0213   -66.8   0.882   169.4

END ACDATA



VAR        vds = 8.0

VAR        id = 0.150

!          REM     DATA    NUMBER = 47

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.953   -39.0  15.861   152.5  0.0260    63.1   0.424   -57.8

  100000000  0.866   -69.8  12.925   131.1  0.0425    42.3   0.496   -94.0

  150000000  0.800   -91.5  10.341   115.8  0.0513    27.7   0.544  -114.8

  200000000  0.760  -106.9   8.418   105.2  0.0549    17.6   0.575  -127.4

  250000000  0.736  -117.9   7.069    95.9  0.0577     9.3   0.599  -135.7

  300000000  0.724  -126.2   5.977    88.3  0.0580     2.1   0.618  -141.5

  350000000  0.719  -132.7   5.167    81.5  0.0581    -3.1   0.635  -145.8

  400000000  0.718  -137.7   4.470    75.4  0.0580    -8.5   0.650  -149.2

  450000000  0.721  -141.9   3.929    70.5  0.0568   -13.2   0.664  -152.0

  500000000  0.725  -145.6   3.503    65.4  0.0558   -17.0   0.677  -154.5

  550000000  0.731  -148.7   3.111    60.6  0.0547   -20.9   0.691  -156.6

  600000000  0.738  -151.5   2.773    56.4  0.0534   -24.4   0.704  -158.5

  650000000  0.745  -154.0   2.492    52.8  0.0522   -27.7   0.717  -160.3

  700000000  0.754  -156.3   2.261    49.6  0.0508   -30.9   0.728  -162.0

  750000000  0.761  -158.4   2.067    46.5  0.0491   -34.3   0.738  -163.6

  800000000  0.769  -160.3   1.910    43.5  0.0468   -37.3   0.748  -165.2

  850000000  0.776  -162.2   1.769    39.9  0.0447   -39.1   0.757  -166.7

  900000000  0.784  -163.9   1.626    36.7  0.0433   -40.8   0.766  -168.2

  950000000  0.791  -165.5   1.508    33.6  0.0418   -42.6   0.773  -169.6

 1000000000  0.797  -167.1   1.391    30.4  0.0407   -44.4   0.780  -170.9

 1050000000  0.803  -168.6   1.285    27.7  0.0393   -46.6   0.786  -172.2

 1100000000  0.809  -170.1   1.192    25.0  0.0376   -48.3   0.792  -173.5

 1150000000  0.815  -171.5   1.106    22.7  0.0361   -49.6   0.797  -174.7

 1200000000  0.821  -172.9   1.031    20.4  0.0347   -50.9   0.803  -175.9

 1250000000  0.826  -174.3   0.960    18.1  0.0334   -52.0   0.808  -177.0

 1300000000  0.831  -175.6   0.893    16.2  0.0322   -52.8   0.813  -178.1

 1350000000  0.836  -176.8   0.833    14.8  0.0311   -53.5   0.818  -179.2

 1400000000  0.840  -178.1   0.790    13.6  0.0303   -54.5   0.824   179.7

 1450000000  0.844  -179.4   0.750    11.6  0.0292   -55.8   0.828   178.7

 1500000000  0.848   179.4   0.704     9.8  0.0280   -56.7   0.833   177.7

 1550000000  0.852   178.2   0.661     8.7  0.0269   -57.1   0.838   176.6

 1600000000  0.855   177.1   0.629     8.4  0.0262   -57.2   0.843   175.6

 1650000000  0.858   175.9   0.612     7.7  0.0257   -58.4   0.848   174.6

 1700000000  0.861   174.8   0.595     5.6  0.0247   -60.0   0.852   173.6

 1750000000  0.863   173.7   0.567     3.4  0.0235   -60.9   0.857   172.6

 1800000000  0.866   172.6   0.539     2.4  0.0225   -60.9   0.861   171.5

 1850000000  0.868   171.5   0.521     2.0  0.0218   -60.7   0.865   170.5

 1900000000  0.869   171.0   0.517     1.9  0.0217   -61.2   0.868   170.1

 1950000000  0.871   170.4   0.517     1.0  0.0214   -62.2   0.870   169.6

 2000000000  0.872   169.9   0.513    -0.7  0.0209   -63.4   0.872   169.1

END ACDATA



VAR        vds = 8.0

VAR        id = 0.200

!          REM     DATA    NUMBER = 48

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.953   -39.8  16.284   152.5  0.0250    62.8   0.380   -63.6

  100000000  0.866   -71.1  13.237   131.0  0.0408    42.3   0.475   -99.8

  150000000  0.800   -93.0  10.561   115.7  0.0491    27.8   0.533  -119.5

  200000000  0.762  -108.4   8.595   105.3  0.0525    17.9   0.569  -131.4

  250000000  0.738  -119.4   7.213    96.2  0.0552     9.7   0.595  -139.2

  300000000  0.727  -127.7   6.100    88.7  0.0555     2.6   0.615  -144.5

  350000000  0.722  -134.1   5.274    82.0  0.0557    -2.5   0.632  -148.5

  400000000  0.721  -139.1   4.565    76.0  0.0555    -7.7   0.647  -151.6

  450000000  0.723  -143.2   4.018    71.2  0.0544   -12.2   0.661  -154.2

  500000000  0.727  -146.8   3.587    66.2  0.0536   -16.0   0.674  -156.5

  550000000  0.732  -149.9   3.188    61.4  0.0527   -19.7   0.687  -158.5

  600000000  0.738  -152.6   2.844    57.3  0.0515   -23.2   0.700  -160.2

  650000000  0.745  -155.1   2.560    53.8  0.0503   -26.4   0.711  -161.9

  700000000  0.753  -157.3   2.326    50.6  0.0490   -29.6   0.722  -163.4

  750000000  0.760  -159.3   2.129    47.5  0.0474   -33.0   0.732  -165.0

  800000000  0.767  -161.2   1.970    44.5  0.0453   -35.9   0.742  -166.5

  850000000  0.774  -163.0   1.826    40.9  0.0433   -37.6   0.750  -168.0

  900000000  0.781  -164.6   1.680    37.7  0.0420   -39.4   0.759  -169.4

  950000000  0.788  -166.3   1.559    34.6  0.0407   -41.1   0.766  -170.8

 1000000000  0.794  -167.8   1.439    31.4  0.0395   -42.8   0.771  -172.0

 1050000000  0.800  -169.3   1.330    28.7  0.0382   -45.1   0.777  -173.3

 1100000000  0.807  -170.7   1.234    26.1  0.0366   -46.7   0.782  -174.5

 1150000000  0.813  -172.1   1.145    23.7  0.0351   -48.0   0.787  -175.6

 1200000000  0.818  -173.5   1.068    21.4  0.0338   -49.2   0.792  -176.8

 1250000000  0.824  -174.8   0.995    19.2  0.0325   -50.2   0.797  -177.8

 1300000000  0.829  -176.1   0.926    17.2  0.0314   -51.2   0.802  -178.8

 1350000000  0.833  -177.3   0.865    15.9  0.0304   -51.8   0.807  -179.9

 1400000000  0.838  -178.6   0.820    14.7  0.0295   -52.8   0.812   179.1

 1450000000  0.841  -179.8   0.778    12.8  0.0286   -53.9   0.817   178.1

 1500000000  0.845   179.1   0.732    11.0  0.0275   -54.8   0.822   177.1

 1550000000  0.849   177.9   0.687     9.8  0.0263   -55.1   0.827   176.1

 1600000000  0.852   176.7   0.654     9.6  0.0257   -55.1   0.832   175.1

 1650000000  0.855   175.6   0.637     8.9  0.0252   -56.3   0.837   174.2

 1700000000  0.858   174.5   0.619     6.7  0.0243   -57.8   0.842   173.2

 1750000000  0.860   173.4   0.591     4.6  0.0232   -58.6   0.847   172.2

 1800000000  0.863   172.3   0.562     3.5  0.0222   -58.6   0.852   171.2

 1850000000  0.865   171.2   0.543     3.0  0.0216   -58.5   0.857   170.2

 1900000000  0.866   170.7   0.540     2.9  0.0214   -58.9   0.859   169.8

 1950000000  0.868   170.2   0.540     2.1  0.0212   -59.9   0.862   169.3

 2000000000  0.869   169.7   0.536     0.4  0.0206   -61.1   0.864   168.8

END ACDATA



VAR        vds = 9.0

VAR        id = 0.010

!          REM     DATA    NUMBER = 49

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.980   -25.1   5.741   157.3  0.0346    67.6   0.838   -27.4

  100000000  0.931   -47.6   5.067   137.2  0.0611    48.3   0.815   -51.4

  150000000  0.882   -65.8   4.334   120.4  0.0787    32.4   0.794   -70.8

  200000000  0.845   -80.4   3.622   107.4  0.0870    19.3   0.781   -86.0

  250000000  0.822   -92.1   3.118    96.1  0.0929     8.7   0.780   -98.1

  300000000  0.811  -101.8   2.657    85.9  0.0941    -1.1   0.784  -107.7

  350000000  0.807  -109.8   2.299    77.1  0.0932    -8.5   0.791  -115.6

  400000000  0.807  -116.6   1.978    68.8  0.0923   -15.6   0.800  -122.2

  450000000  0.811  -122.5   1.712    62.3  0.0891   -22.0   0.810  -127.8

  500000000  0.816  -127.7   1.508    55.9  0.0859   -27.2   0.820  -132.8

  550000000  0.821  -132.4   1.323    49.7  0.0830   -32.1   0.831  -137.2

  600000000  0.827  -136.6   1.159    44.4  0.0796   -36.5   0.840  -141.0

  650000000  0.834  -140.4   1.022    40.0  0.0763   -40.6   0.850  -144.5

  700000000  0.841  -143.8   0.911    36.1  0.0730   -44.5   0.857  -147.7

  750000000  0.847  -147.0   0.819    32.6  0.0696   -48.5   0.864  -150.6

  800000000  0.853  -149.9   0.747    29.4  0.0654   -52.1   0.871  -153.3

  850000000  0.858  -152.6   0.685    25.6  0.0614   -54.3   0.877  -155.9

  900000000  0.863  -155.1   0.623    22.1  0.0585   -56.2   0.883  -158.2

  950000000  0.868  -157.4   0.572    18.8  0.0557   -58.1   0.888  -160.4

 1000000000  0.872  -159.6   0.524    15.4  0.0536   -60.0   0.892  -162.4

 1050000000  0.876  -161.7   0.480    12.6  0.0513   -62.4   0.896  -164.4

 1100000000  0.880  -163.7   0.442     9.8  0.0486   -64.4   0.900  -166.3

 1150000000  0.883  -165.5   0.407     7.4  0.0463   -65.9   0.903  -168.0

 1200000000  0.887  -167.4   0.377     5.0  0.0441   -67.2   0.907  -169.7

 1250000000  0.890  -169.1   0.349     2.7  0.0420   -68.4   0.910  -171.3

 1300000000  0.892  -170.7   0.322     0.7  0.0402   -69.4   0.912  -172.9

 1350000000  0.895  -172.3   0.299    -0.6  0.0387   -70.2   0.915  -174.4

 1400000000  0.897  -173.9   0.282    -1.8  0.0373   -71.5   0.917  -175.8

 1450000000  0.899  -175.3   0.267    -3.7  0.0358   -73.0   0.919  -177.2

 1500000000  0.901  -176.8   0.249    -5.5  0.0341   -74.2   0.921  -178.6

 1550000000  0.902  -178.2   0.233    -6.5  0.0325   -74.9   0.923  -179.9

 1600000000  0.904  -179.5   0.220    -6.6  0.0315   -75.4   0.924   178.8

 1650000000  0.905   179.1   0.214    -7.0  0.0308   -76.8   0.926   177.6

 1700000000  0.906   177.8   0.208    -9.0  0.0294   -78.8   0.927   176.4

 1750000000  0.907   176.5   0.197   -11.1  0.0279   -80.0   0.929   175.2

 1800000000  0.908   175.3   0.187   -12.1  0.0265   -80.4   0.930   174.0

 1850000000  0.909   174.1   0.180   -12.2  0.0256   -80.8   0.931   172.9

 1900000000  0.910   173.5   0.178   -12.1  0.0253   -81.4   0.932   172.3

 1950000000  0.910   172.9   0.179   -12.9  0.0250   -82.6   0.933   171.8

 2000000000  0.911   172.3   0.178   -14.6  0.0243   -84.1   0.934   171.2

END ACDATA



VAR        vds = 9.0

VAR        id = 0.020

!          REM     DATA    NUMBER = 50

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.971   -28.8   8.740   156.0  0.0325    66.3   0.746   -32.1

  100000000  0.907   -53.6   7.545   135.5  0.0562    46.5   0.725   -59.1

  150000000  0.847   -73.0   6.326   119.1  0.0709    30.8   0.708   -79.7

  200000000  0.805   -87.9   5.237   106.9  0.0775    18.5   0.702   -94.9

  250000000  0.780   -99.4   4.474    96.2  0.0824     8.6   0.705  -106.4

  300000000  0.768  -108.6   3.802    86.9  0.0831    -0.5   0.714  -115.2

  350000000  0.764  -116.1   3.288    78.8  0.0827    -7.2   0.725  -122.3

  400000000  0.764  -122.3   2.833    71.2  0.0820   -13.8   0.737  -128.1

  450000000  0.768  -127.7   2.465    65.2  0.0796   -19.7   0.750  -133.0

  500000000  0.775  -132.4   2.180    59.3  0.0772   -24.5   0.763  -137.3

  550000000  0.782  -136.6   1.920    53.5  0.0749   -29.2   0.776  -141.2

  600000000  0.790  -140.3   1.690    48.5  0.0722   -33.4   0.789  -144.5

  650000000  0.798  -143.7   1.499    44.4  0.0695   -37.3   0.801  -147.6

  700000000  0.807  -146.9   1.343    40.7  0.0669   -41.1   0.811  -150.4

  750000000  0.814  -149.7   1.213    37.4  0.0641   -44.9   0.821  -153.0

  800000000  0.822  -152.4   1.109    34.3  0.0604   -48.4   0.829  -155.5

  850000000  0.829  -154.8   1.020    30.6  0.0570   -50.5   0.838  -157.7
